subprocess_time,reported_http_get_time
0.24805927276611328,0.025947093963623047
0.24124884605407715,0.008430242538452148
0.2371971607208252,0.00745701789855957
0.22016000747680664,0.00830698013305664
0.2230820655822754,0.0198361873626709
0.2169809341430664,0.01216888427734375
0.21153926849365234,0.007969141006469727
0.20850896835327148,0.008633136749267578
0.1791689395904541,0.009566068649291992
0.15724897384643555,0.007612705230712891
0.17490816116333008,0.01099705696105957
0.15842890739440918,0.008913993835449219
0.16867303848266602,0.00732111930847168
0.16843724250793457,0.02237224578857422
0.14734983444213867,0.006434202194213867
0.1653280258178711,0.005464076995849609
0.1446089744567871,0.0056569576263427734
0.15467596054077148,0.008334159851074219
0.1394968032836914,0.009495973587036133
0.15035009384155273,0.0062139034271240234
0.16953682899475098,0.01177215576171875
0.15229225158691406,0.00839686393737793
0.17628812789916992,0.006619691848754883
0.16044187545776367,0.007524013519287109
0.17002010345458984,0.008428096771240234
0.17310070991516113,0.014989137649536133
0.17088794708251953,0.0074312686920166016
0.1595456600189209,0.011234760284423828
0.1588139533996582,0.005641937255859375
0.14481782913208008,0.0065000057220458984
0.18368101119995117,0.008307933807373047
0.15854692459106445,0.0064089298248291016
0.1684553623199463,0.007134914398193359
0.16035890579223633,0.007637977600097656
0.1639389991760254,0.013895034790039062
0.13244295120239258,0.006930112838745117
0.15764236450195312,0.013332843780517578
0.14667701721191406,0.006123065948486328
0.13495206832885742,0.008845090866088867
0.11346793174743652,0.008095979690551758
0.18077707290649414,0.013050079345703125
0.12665796279907227,0.007901906967163086
0.16767430305480957,0.016241788864135742
0.16657114028930664,0.014812946319580078
0.16694402694702148,0.010453939437866211
0.17202997207641602,0.010818004608154297
0.1695539951324463,0.015912294387817383
0.1458280086517334,0.006406068801879883
0.13889503479003906,0.013108015060424805
0.1593761444091797,0.025252103805541992
0.151076078414917,0.015557050704956055
0.16440391540527344,0.018897056579589844
0.17273664474487305,0.005960226058959961
0.1807088851928711,0.005981922149658203
0.17153382301330566,0.0071620941162109375
0.1612851619720459,0.008980035781860352
0.13854527473449707,0.007507801055908203
0.10013914108276367,0.0065500736236572266
0.12150311470031738,0.011398077011108398
0.12219381332397461,0.007484912872314453
0.18495607376098633,0.009330272674560547
0.17499184608459473,0.010597944259643555
0.16311383247375488,0.007714986801147461
0.17000770568847656,0.005457162857055664
0.1527700424194336,0.005806684494018555
0.15071940422058105,0.006684780120849609
0.13951420783996582,0.0048999786376953125
0.1568162441253662,0.010238885879516602
0.14947986602783203,0.02493596076965332
0.12694001197814941,0.0065479278564453125
0.1829850673675537,0.004635810852050781
0.16762304306030273,0.007422924041748047
0.17103004455566406,0.006691932678222656
0.14735102653503418,0.007468223571777344
0.1447768211364746,0.019922971725463867
0.14975214004516602,0.021019697189331055
0.15051507949829102,0.005640983581542969
0.13096117973327637,0.005841732025146484
0.12899518013000488,0.00428009033203125
0.10701680183410645,0.010019063949584961
0.16559982299804688,0.015188932418823242
0.16921401023864746,0.01969623565673828
0.16189289093017578,0.005879640579223633
0.13429498672485352,0.007319927215576172
0.17001819610595703,0.008494138717651367
0.16268706321716309,0.006875038146972656
0.12946820259094238,0.007967948913574219
0.16332173347473145,0.0087890625
0.1460111141204834,0.0063707828521728516
0.1134636402130127,0.00641632080078125
0.17774391174316406,0.008857965469360352
0.17219877243041992,0.007860898971557617
0.17046713829040527,0.010341167449951172
0.1472160816192627,0.011220932006835938
0.15225481986999512,0.00663304328918457
0.12084197998046875,0.017218828201293945
0.13774895668029785,0.013216972351074219
0.1449599266052246,0.00887298583984375
0.15780305862426758,0.007337808609008789
0.13631319999694824,0.0040318965911865234
0.17967486381530762,0.006851911544799805
0.1461341381072998,0.006834745407104492
0.15802407264709473,0.006564140319824219
0.16365289688110352,0.0067980289459228516
0.16765475273132324,0.007483959197998047
0.13982796669006348,0.010419845581054688
0.15438199043273926,0.005170345306396484
0.11168479919433594,0.00837397575378418
0.1390080451965332,0.00644993782043457
0.12884831428527832,0.00690007209777832
0.18765521049499512,0.010526895523071289
0.1714022159576416,0.006783008575439453
0.16138505935668945,0.014213085174560547
0.13132905960083008,0.008426904678344727
0.1497337818145752,0.005730152130126953
0.14232707023620605,0.008522987365722656
0.1473832130432129,0.012876033782958984
0.15095806121826172,0.007083892822265625
