subprocess_time,reported_http_get_time
0.19430899620056152,0.035215139389038086
0.1876966953277588,0.038253068923950195
0.18420982360839844,0.044525146484375
0.18466615676879883,0.042114973068237305
0.17295002937316895,0.03677487373352051
0.1755211353302002,0.03890490531921387
0.16931486129760742,0.035984039306640625
0.16730499267578125,0.0387728214263916
0.14936399459838867,0.03708314895629883
0.14862608909606934,0.03686714172363281
0.08500099182128906,0.0029680728912353516
0.08287906646728516,0.0024709701538085938
0.07449793815612793,0.0025382041931152344
0.07754015922546387,0.0027091503143310547
0.060487985610961914,0.0032320022583007812
0.049939870834350586,0.0030138492584228516
0.06383419036865234,0.003443002700805664
0.05899190902709961,0.002811908721923828
0.04555797576904297,0.0041887760162353516
0.04573369026184082,0.0025610923767089844
0.0668940544128418,0.0057981014251708984
0.07050395011901855,0.00430607795715332
0.07689404487609863,0.004633903503417969
0.053948163986206055,0.008888006210327148
0.07097887992858887,0.003281116485595703
0.07181310653686523,0.0028841495513916016
0.0625143051147461,0.0026590824127197266
0.05999016761779785,0.002332925796508789
0.05973196029663086,0.0024347305297851562
0.05633068084716797,0.001852273941040039
0.0732889175415039,0.015166997909545898
0.07883286476135254,0.008443117141723633
0.07141971588134766,0.009146928787231445
0.07133984565734863,0.003165006637573242
0.0575869083404541,0.00783681869506836
0.06260204315185547,0.007658958435058594
0.06169700622558594,0.003103017807006836
0.06799077987670898,0.002185821533203125
0.05661177635192871,0.00458526611328125
0.0596919059753418,0.0019099712371826172
0.0734410285949707,0.00676417350769043
0.06204795837402344,0.005530118942260742
0.07235312461853027,0.008285999298095703
0.07749295234680176,0.004993915557861328
0.0696108341217041,0.004462242126464844
0.05654335021972656,0.011041879653930664
0.06891870498657227,0.003618001937866211
0.06128883361816406,0.0070493221282958984
0.06826090812683105,0.0018732547760009766
0.05856204032897949,0.002557992935180664
0.0801849365234375,0.010849952697753906
0.08356523513793945,0.0032477378845214844
0.06777811050415039,0.0036411285400390625
0.05246996879577637,0.002541780471801758
0.044363975524902344,0.0053141117095947266
0.05220198631286621,0.00238800048828125
0.05684304237365723,0.0025298595428466797
0.04930424690246582,0.002290010452270508
0.052824974060058594,0.0027132034301757812
0.042326927185058594,0.0023827552795410156
0.08089613914489746,0.011894941329956055
0.0749819278717041,0.01569223403930664
0.0731210708618164,0.00640106201171875
0.06544685363769531,0.009881019592285156
0.0642397403717041,0.005642890930175781
0.06893587112426758,0.002445220947265625
0.06532406806945801,0.001989126205444336
0.06358695030212402,0.002222776412963867
